CO_IES,NM_IES,CATEG_ADM,CO_UF,NM_UF,NM_REGIAO
3177,FADFESPSP,Privada sem fins lucrativos,35,SP,Sudeste
3180,UNIAMÉRICA,Privada com fins lucrativos,41,PR,Sul
3182,CESAMA,Privada com fins lucrativos,27,AL,Nordeste
3186,FAEV,Privada sem fins lucrativos,35,SP,Sudeste
3190,ISEG,Privada com fins lucrativos,35,SP,Sudeste
3192,ISEC,Privada com fins lucrativos,25,PB,Nordeste
3193,CESCAGE,Privada com fins lucrativos,41,PR,Sul
3194,FAMINAS-BH,Privada com fins lucrativos,31,MG,Sudeste
3203,ISALBE,Privada com fins lucrativos,53,DF,Centro-Oeste
3204,FQM,Privada com fins lucrativos,51,MT,Centro-Oeste
3205,FACISA,Privada com fins lucrativos,31,MG,Sudeste
3215,FAERPI,Privada sem fins lucrativos,22,PI,Nordeste
3216,FACIBA,Privada sem fins lucrativos,29,BA,Nordeste
3223,ESCS,Pública Estadual,53,DF,Centro-Oeste
3230,FILEM,Privada sem fins lucrativos,29,BA,Nordeste
3232,FI,Privada com fins lucrativos,41,PR,Sul
3252,FAQUI,Privada com fins lucrativos,52,GO,Centro-Oeste
3268,FMT,Privada com fins lucrativos,29,BA,Nordeste
3285,FSA,Privada com fins lucrativos,29,BA,Nordeste
3294,ENIAC,Privada com fins lucrativos,35,SP,Sudeste
3295,SENAC FLORIANÓPOLIS,Privada sem fins lucrativos,42,SC,Sul
3299,FATI,Privada com fins lucrativos,23,CE,Nordeste
3302,ISEJ,Privada sem fins lucrativos,35,SP,Sudeste
3303,ICE,Privada sem fins lucrativos,51,MT,Centro-Oeste
3304,FIP,Privada sem fins lucrativos,25,PB,Nordeste
3306,FATIPUC,Privada sem fins lucrativos,43,RS,Sul
3307,CBTA,Privada com fins lucrativos,35,SP,Sudeste
3308,FTT,Privada sem fins lucrativos,35,SP,Sudeste
3311,FATESF,Privada com fins lucrativos,32,ES,Sudeste
3319,FACULDADE CESUC,Privada com fins lucrativos,52,GO,Centro-Oeste
3323,IESCAMP,Privada com fins lucrativos,35,SP,Sudeste
3332,FATEC,Privada sem fins lucrativos,33,RJ,Sudeste
3336,UERGS,Pública Estadual,43,RS,Sul
3337,FACULDADE CET,Privada com fins lucrativos,22,PI,Nordeste
3339,FACULDADE IDEAU,Privada com fins lucrativos,43,RS,Sul
3360,IFESP,Pública Estadual,24,RN,Nordeste
3363,FAG,Privada com fins lucrativos,17,TO,Norte
3365,FASJ,Privada sem fins lucrativos,29,BA,Nordeste
3367,ISEOL,Privada sem fins lucrativos,31,MG,Sudeste
3368,UNIS-MG,Privada sem fins lucrativos,31,MG,Sudeste
3371,UNIPAM,Privada sem fins lucrativos,31,MG,Sudeste
3372,UNILAVRAS,Privada sem fins lucrativos,31,MG,Sudeste
3375,IESM,Privada com fins lucrativos,21,MA,Nordeste
3376,FATIN,Privada sem fins lucrativos,26,PE,Nordeste
3377,FAMA,Privada sem fins lucrativos,29,BA,Nordeste
3380,FAMIPAR,Privada sem fins lucrativos,41,PR,Sul
3388,FAP,Privada com fins lucrativos,23,CE,Nordeste
3389,SER,Privada sem fins lucrativos,52,GO,Centro-Oeste
3393,FACDOMBOSCO,Privada com fins lucrativos,41,PR,Sul
3396,FACELS,Privada com fins lucrativos,53,DF,Centro-Oeste
3400,FASSP,Privada com fins lucrativos,35,SP,Sudeste
3411,FACEQ,Privada com fins lucrativos,35,SP,Sudeste
3427,FJAV,Privada sem fins lucrativos,28,SE,Nordeste
3428,FA,Privada com fins lucrativos,35,SP,Sudeste
3431,FAS,Privada com fins lucrativos,24,RN,Nordeste
3434,FASI,Privada com fins lucrativos,31,MG,Sudeste
3436,FARA,Privada sem fins lucrativos,35,SP,Sudeste
3443,CESUCA,Privada com fins lucrativos,43,RS,Sul
3448,ISEIB,Privada com fins lucrativos,31,MG,Sudeste
3456,POLICAMP,Privada sem fins lucrativos,35,SP,Sudeste
3488,CES-CL,Pública Municipal,31,MG,Sudeste
3495,HORUS,Privada com fins lucrativos,42,SC,Sul
3506,FCES,Privada com fins lucrativos,28,SE,Nordeste
3509,FAVI,Privada sem fins lucrativos,41,PR,Sul
3513,FAPREV,Privada sem fins lucrativos,35,SP,Sudeste
3514,FACE - ALFOR,Privada sem fins lucrativos,31,MG,Sudeste
3515,FAINTVISA,Privada sem fins lucrativos,26,PE,Nordeste
3516,FAC - SAUDE ARTHE,Privada sem fins lucrativos,31,MG,Sudeste
3518,FJ,Privada com fins lucrativos,42,SC,Sul
3522,FACAPA,Privada sem fins lucrativos,31,MG,Sudeste
3526,IESMC,Privada com fins lucrativos,21,MA,Nordeste
3529,UNIVEM,Privada sem fins lucrativos,35,SP,Sudeste
3530,FANAN,Privada com fins lucrativos,31,MG,Sudeste
3533,FACERES,Privada com fins lucrativos,35,SP,Sudeste
3536,FATEV,Privada sem fins lucrativos,41,PR,Sul
3538,FAE SÉVIGNÉ,Privada sem fins lucrativos,43,RS,Sul
3541,FAT,Privada sem fins lucrativos,43,RS,Sul
3543,FACULDADE IENH,Privada sem fins lucrativos,43,RS,Sul
3568,FADIRE,Privada com fins lucrativos,26,PE,Nordeste
3573,FTBB,Privada sem fins lucrativos,53,DF,Centro-Oeste
3584,ISED,Privada com fins lucrativos,26,PE,Nordeste
3585,FACRUZ,Privada com fins lucrativos,26,PE,Nordeste
3587,FADISI,Privada sem fins lucrativos,12,AC,Norte
3588,FDPII,Privada com fins lucrativos,29,BA,Nordeste
3590,FESVIP,Privada com fins lucrativos,25,PB,Nordeste
3607,ESUP,Privada com fins lucrativos,52,GO,Centro-Oeste
3613,IESGO,Privada com fins lucrativos,52,GO,Centro-Oeste
3614,FGV,Privada sem fins lucrativos,33,RJ,Sudeste
3615,FPS,Privada sem fins lucrativos,26,PE,Nordeste
3617,FACESF,Privada com fins lucrativos,26,PE,Nordeste
3618,FMS,Privada com fins lucrativos,35,SP,Sudeste
3625,FCNSV,Privada com fins lucrativos,24,RN,Nordeste
3631,FADIC,Privada sem fins lucrativos,26,PE,Nordeste
3641,UNIFEB,Privada sem fins lucrativos,35,SP,Sudeste
3644,FCST,Privada com fins lucrativos,24,RN,Nordeste
3649,FCV,Privada com fins lucrativos,41,PR,Sul
3657,FACOMP,Privada com fins lucrativos,31,MG,Sudeste
3663,FE,Privada com fins lucrativos,53,DF,Centro-Oeste
3667,FAFIL,Privada com fins lucrativos,35,SP,Sudeste
3669,FARRP,Privada com fins lucrativos,29,BA,Nordeste
3675,SINAL,Privada sem fins lucrativos,12,AC,Norte
3680,FACPED Fortaleza,Privada com fins lucrativos,23,CE,Nordeste
3682,ISEMI,Pública Municipal,33,RJ,Sudeste
3684,FESC,Privada sem fins lucrativos,41,PR,Sul
3690,FAPE2,Privada com fins lucrativos,31,MG,Sudeste
3692,FATEC CAMPINAS,Privada sem fins lucrativos,35,SP,Sudeste
3697,FSP,Privada sem fins lucrativos,43,RS,Sul
3710,ESNS,Privada sem fins lucrativos,33,RJ,Sudeste
3716,FCV,Privada com fins lucrativos,31,MG,Sudeste
3724,FSJ,Privada com fins lucrativos,21,MA,Nordeste
3741,FEBAC,Privada com fins lucrativos,21,MA,Nordeste
3743,FATESF,Privada com fins lucrativos,35,SP,Sudeste
3746,FAPPES,Privada com fins lucrativos,35,SP,Sudeste
3753,DOMPEDRO,Privada sem fins lucrativos,35,SP,Sudeste
3754,FADMINAS,Privada sem fins lucrativos,31,MG,Sudeste
3757,FASEM,Privada com fins lucrativos,52,GO,Centro-Oeste
3768,IBGEN,Privada com fins lucrativos,43,RS,Sul
3769,FAMAT,Privada com fins lucrativos,16,AP,Norte
3770,FTBSP,Privada sem fins lucrativos,35,SP,Sudeste
3772,IBGEN,Privada sem fins lucrativos,43,RS,Sul
3774,FSTA,Privada com fins lucrativos,29,BA,Nordeste
3775,IUVB,Privada com fins lucrativos,35,SP,Sudeste
3776,IESMT,Privada sem fins lucrativos,51,MT,Centro-Oeste
3777,FAC,Privada sem fins lucrativos,41,PR,Sul
3778,FACAR,Privada sem fins lucrativos,28,SE,Nordeste
3782,FACI,Privada com fins lucrativos,32,ES,Sudeste
3783,FAPEN,Privada sem fins lucrativos,15,PA,Norte
3784,IESRN,Privada sem fins lucrativos,24,RN,Nordeste
3785,IMEC,Privada sem fins lucrativos,21,MA,Nordeste
3786,FACEMG,Privada sem fins lucrativos,31,MG,Sudeste
3787,FESAM,Privada sem fins lucrativos,16,AP,Norte
3788,FJF,Privada sem fins lucrativos,31,MG,Sudeste
3790,ENSITEC,Privada com fins lucrativos,41,PR,Sul
3793,FAF,Privada com fins lucrativos,31,MG,Sudeste
3797,FAG,Privada com fins lucrativos,41,PR,Sul
3804,SENAC/RS,Privada sem fins lucrativos,43,RS,Sul
3805,FATECPB,Privada com fins lucrativos,25,PB,Nordeste
3817,FMN JOĂO PESSOA,Privada com fins lucrativos,25,PB,Nordeste
3823,FAPA,Privada com fins lucrativos,31,MG,Sudeste
3826,FVG,Privada sem fins lucrativos,29,BA,Nordeste
3839,IPEMED,Privada com fins lucrativos,31,MG,Sudeste
3840,FACVEST,Privada com fins lucrativos,42,SC,Sul
3849,UFT,Pública Federal,17,TO,Norte
3853,FMN NATAL,Privada com fins lucrativos,24,RN,Nordeste
3854,FAE,Privada com fins lucrativos,53,DF,Centro-Oeste
3862,FLF,Privada sem fins lucrativos,23,CE,Nordeste
3864,FARAL,Privada com fins lucrativos,29,BA,Nordeste
3866,FABEC BRASIL,Privada com fins lucrativos,52,GO,Centro-Oeste
3867,MAUADF,Privada com fins lucrativos,53,DF,Centro-Oeste
3869,IFES,Privada com fins lucrativos,21,MA,Nordeste
3874,FAPRO,Privada sem fins lucrativos,53,DF,Centro-Oeste
3875,UNIFEG,Privada sem fins lucrativos,31,MG,Sudeste
3877,FBC,Privada com fins lucrativos,52,GO,Centro-Oeste
3878,FACULDADE DECISION,Privada com fins lucrativos,43,RS,Sul
3879,FMN CG,Privada com fins lucrativos,25,PB,Nordeste
3881,FIS,Privada com fins lucrativos,26,PE,Nordeste
3920,FATEC SENAI RM,Privada sem fins lucrativos,52,GO,Centro-Oeste
3921,FAAHF,Privada com fins lucrativos,29,BA,Nordeste
3930,IESRSA,Privada com fins lucrativos,22,PI,Nordeste
3933,FAMESP,Privada com fins lucrativos,35,SP,Sudeste
3940,FAESB,Privada sem fins lucrativos,35,SP,Sudeste
3946,SENAC,Privada sem fins lucrativos,42,SC,Sul
3947,SENAC,Privada sem fins lucrativos,42,SC,Sul
3948,SENAC,Privada sem fins lucrativos,42,SC,Sul
3951,FATEC- JF,Privada sem fins lucrativos,31,MG,Sudeste
3954,FACIJUGO,Privada sem fins lucrativos,31,MG,Sudeste
3955,FIC,Privada sem fins lucrativos,31,MG,Sudeste
3962,SENAI CIMATEC,Privada sem fins lucrativos,29,BA,Nordeste
3966,UNEC,Privada sem fins lucrativos,31,MG,Sudeste
3972,CESEP,Privada sem fins lucrativos,31,MG,Sudeste
3975,FASPI,Privada com fins lucrativos,31,MG,Sudeste
3977,META,Privada com fins lucrativos,16,AP,Norte
3978,FATEP,Privada com fins lucrativos,35,SP,Sudeste
3980,CENACAP,Privada com fins lucrativos,53,DF,Centro-Oeste
3983,UNIFORMG,Privada sem fins lucrativos,31,MG,Sudeste
3984,UNIVASF,Pública Federal,26,PE,Nordeste
3985,SENACSP,Privada sem fins lucrativos,35,SP,Sudeste
3986,FAINSEP,Privada sem fins lucrativos,41,PR,Sul
3987,FUG,Privada sem fins lucrativos,52,GO,Centro-Oeste
3991,FATESM,Privada sem fins lucrativos,11,RO,Norte
3993,CETEP,Privada sem fins lucrativos,41,PR,Sul
3996,SENACPE,Privada sem fins lucrativos,26,PE,Nordeste
3998,INFNET,Privada com fins lucrativos,33,RJ,Sudeste
4000,FAIP,Privada com fins lucrativos,35,SP,Sudeste
4006,FATEC SENAC PELOTAS,Privada sem fins lucrativos,43,RS,Sul
4010,IPA,Privada sem fins lucrativos,43,RS,Sul
4016,INES,Pública Federal,33,RJ,Sudeste
4017,UNIANCHIETA,Privada com fins lucrativos,35,SP,Sudeste
4020,FATEC BT,Pública Estadual,35,SP,Sudeste
4021,FATECGA,Pública Estadual,35,SP,Sudeste
4022,FATEC/JD,Pública Estadual,35,SP,Sudeste
4023,FATEC MAUÁ,Pública Estadual,35,SP,Sudeste
4024,FATEC,Pública Estadual,35,SP,Sudeste
4025,FATECRP,Pública Estadual,35,SP,Sudeste
4026,FATEC-ZL,Pública Estadual,35,SP,Sudeste
4028,FIT,Privada com fins lucrativos,35,SP,Sudeste
4029,FAP,Privada com fins lucrativos,35,SP,Sudeste
4030,UNIFLU,Privada sem fins lucrativos,33,RJ,Sudeste
4036,FATECA,Privada com fins lucrativos,52,GO,Centro-Oeste
4037,FATECI,Privada com fins lucrativos,23,CE,Nordeste
4042,FAMATEC,Privada com fins lucrativos,53,DF,Centro-Oeste
4043,FATEC EDUVALE,Privada sem fins lucrativos,35,SP,Sudeste
4045,SOCIESC,Privada sem fins lucrativos,41,PR,Sul
4064,FAMA,Privada sem fins lucrativos,26,PE,Nordeste
4066,FABERJ,Privada sem fins lucrativos,33,RJ,Sudeste
4068,ICESP,Privada sem fins lucrativos,53,DF,Centro-Oeste
4077,FAQI,Privada com fins lucrativos,43,RS,Sul
4079,FAT- INAP,Privada com fins lucrativos,31,MG,Sudeste
4086,FATEJ,Privada com fins lucrativos,35,SP,Sudeste
4090,FARO,Privada com fins lucrativos,35,SP,Sudeste
4092,FATTEP,Privada sem fins lucrativos,42,SC,Sul
4093,FATEC-PR,Privada com fins lucrativos,41,PR,Sul
4094,ESTÁCIO PARAÍBA,Privada com fins lucrativos,25,PB,Nordeste
4095,FATECDF,Privada sem fins lucrativos,53,DF,Centro-Oeste
4096,Ftec Porto Alegre,Privada com fins lucrativos,43,RS,Sul
4097,Ftec Bento Gonçalves,Privada com fins lucrativos,43,RS,Sul
4100,FATECIB,Privada sem fins lucrativos,52,GO,Centro-Oeste
4101,FATESG,Privada sem fins lucrativos,52,GO,Centro-Oeste
4104,ESEG,Privada com fins lucrativos,35,SP,Sudeste
4107,FATEC SENAI,Privada sem fins lucrativos,43,RS,Sul
4108,ICESPI,Privada sem fins lucrativos,22,PI,Nordeste
4113,FACER,Privada com fins lucrativos,52,GO,Centro-Oeste
4118,FJN,Privada com fins lucrativos,26,PE,Nordeste
4123,FAJA,Privada com fins lucrativos,52,GO,Centro-Oeste
4126,FACESA,Privada com fins lucrativos,51,MT,Centro-Oeste
4148,SENAISC,Privada sem fins lucrativos,42,SC,Sul
4150,FATEP,Privada com fins lucrativos,35,SP,Sudeste
4153,FJN,Privada com fins lucrativos,26,PE,Nordeste
4157,FAMESUL,Privada com fins lucrativos,42,SC,Sul
4162,FacSenacGO,Privada sem fins lucrativos,52,GO,Centro-Oeste
4163,UNIBAVE,Privada sem fins lucrativos,42,SC,Sul
4169,FNC,Privada com fins lucrativos,35,SP,Sudeste
4173,FACJK,Privada sem fins lucrativos,53,DF,Centro-Oeste
4179,FNB,Privada sem fins lucrativos,35,SP,Sudeste
4197,FACE,Privada com fins lucrativos,22,PI,Nordeste
4198,FAMA,Privada com fins lucrativos,52,GO,Centro-Oeste
4199,ROGA,Privada sem fins lucrativos,53,DF,Centro-Oeste
4201,FAESNE,Privada com fins lucrativos,25,PB,Nordeste
4211,ESAMC,Privada com fins lucrativos,35,SP,Sudeste
4218,FPL,Privada sem fins lucrativos,31,MG,Sudeste
4219,ISEFOR,Privada sem fins lucrativos,31,MG,Sudeste
4251,PIT-FATEC,Privada com fins lucrativos,31,MG,Sudeste
4255,UNESC,Privada sem fins lucrativos,11,RO,Norte
4256,FIP-MOC,Privada com fins lucrativos,31,MG,Sudeste
4257,IFITEG,Privada sem fins lucrativos,52,GO,Centro-Oeste
4259,FACMAIS,Privada com fins lucrativos,52,GO,Centro-Oeste
4261,FAQI,Privada com fins lucrativos,43,RS,Sul
4277,ESTÁCIO AMAZONAS,Privada com fins lucrativos,13,AM,Norte
4289,FAVED,Privada com fins lucrativos,31,MG,Sudeste
4293,FIT,Privada com fins lucrativos,35,SP,Sudeste
4329,FACEM-BH,Privada com fins lucrativos,31,MG,Sudeste
4355,FTP,Privada com fins lucrativos,17,TO,Norte
4356,FACIP,Pública Municipal,26,PE,Nordeste
4357,FAATESP,Privada com fins lucrativos,35,SP,Sudeste
4362,PITÁGORAS-BETIM,Privada com fins lucrativos,31,MG,Sudeste
4367,FATENE,Privada com fins lucrativos,23,CE,Nordeste
4399,UNIBALSAS,Privada com fins lucrativos,21,MA,Nordeste
4420,FIBAM,Privada com fins lucrativos,26,PE,Nordeste
4421,FATEC SENAI BH,Privada sem fins lucrativos,31,MG,Sudeste
4428,FEMASS,Pública Municipal,33,RJ,Sudeste
4429,UNIGRAN CAPITAL,Privada sem fins lucrativos,50,MS,Centro-Oeste
4431,FACENE/RN,Privada com fins lucrativos,24,RN,Nordeste
4435,FACSP,Privada com fins lucrativos,35,SP,Sudeste
4442,ESPA,Privada com fins lucrativos,35,SP,Sudeste
4450,FAMAZ,Privada sem fins lucrativos,15,PA,Norte
4452,METROPOLITANA,Privada com fins lucrativos,15,PA,Norte
4460,FAB,Privada com fins lucrativos,29,BA,Nordeste
4492,FPD,Privada sem fins lucrativos,35,SP,Sudeste
4495,FATEJA,Privada com fins lucrativos,42,SC,Sul
4496,FATEC-IVAI,Privada com fins lucrativos,41,PR,Sul
4502,FIC,Privada sem fins lucrativos,33,RJ,Sudeste
4503,UFRB,Pública Federal,29,BA,Nordeste
4504,UFGD,Pública Federal,50,MS,Centro-Oeste
4518,FAP,Privada com fins lucrativos,42,SC,Sul
4522,UNISALESIANO,Privada sem fins lucrativos,35,SP,Sudeste
4530,FITS,Privada com fins lucrativos,27,AL,Nordeste
4531,FADBA,Privada sem fins lucrativos,29,BA,Nordeste
4533,FASP,Privada com fins lucrativos,25,PB,Nordeste
4534,FATEC,Privada com fins lucrativos,41,PR,Sul
4566,ESTÁCIO FATERN,Privada com fins lucrativos,24,RN,Nordeste
4584,FAMA,Privada com fins lucrativos,41,PR,Sul
4586,FNG,Privada com fins lucrativos,52,GO,Centro-Oeste
4588,APOGEU,Privada com fins lucrativos,53,DF,Centro-Oeste
4590,FATEP,Privada com fins lucrativos,35,SP,Sudeste
4594,FCR,Privada sem fins lucrativos,11,RO,Norte
4598,FCG,Privada sem fins lucrativos,35,SP,Sudeste
4613,FAEMA,Privada com fins lucrativos,11,RO,Norte
4616,FACS,Privada com fins lucrativos,43,RS,Sul
4629,FACINN,Privada com fins lucrativos,35,SP,Sudeste
4631,FAAJP,Privada com fins lucrativos,25,PB,Nordeste
4655,FSO,Privada com fins lucrativos,35,SP,Sudeste
4661,FAPAN,Privada com fins lucrativos,41,PR,Sul
4669,FACULDADE DELTA,Privada com fins lucrativos,52,GO,Centro-Oeste
4674,FAPAG,Privada com fins lucrativos,42,SC,Sul
4699,FAN,Privada com fins lucrativos,52,GO,Centro-Oeste
4700,FNR,Privada com fins lucrativos,26,PE,Nordeste
4702,IBGM / FGM,Privada com fins lucrativos,26,PE,Nordeste
4714,FERA,Privada com fins lucrativos,27,AL,Nordeste
4722,FIVJ,Privada com fins lucrativos,31,MG,Sudeste
4724,FACIC,Privada sem fins lucrativos,35,SP,Sudeste
4725,FATEGIDIO,Privada com fins lucrativos,31,MG,Sudeste
4729,FACERB,Privada sem fins lucrativos,33,RJ,Sudeste
4732,FAC SENAC DF,Privada sem fins lucrativos,53,DF,Centro-Oeste
4739,FAPAG,Privada sem fins lucrativos,29,BA,Nordeste
4742,FJN,Privada com fins lucrativos,26,PE,Nordeste
4751,FATECIE,Privada com fins lucrativos,41,PR,Sul
4756,USJ,Pública Municipal,42,SC,Sul
4766,FUNAC,Privada com fins lucrativos,31,MG,Sudeste
4773,IBS,Privada com fins lucrativos,31,MG,Sudeste
4777,FKBH,Privada sem fins lucrativos,31,MG,Sudeste
4780,FACISA,Privada sem fins lucrativos,31,MG,Sudeste
4791,CENTEC,Privada sem fins lucrativos,23,CE,Nordeste
4793,FAFIT-FACIC,Privada com fins lucrativos,35,SP,Sudeste
4810,AMF,Privada com fins lucrativos,43,RS,Sul
4821,FACIGE,Privada com fins lucrativos,31,MG,Sudeste
4823,FECET,Privada com fins lucrativos,23,CE,Nordeste
4846,VÉRTICE,Privada com fins lucrativos,31,MG,Sudeste
4858,ESSA,Pública Municipal,26,PE,Nordeste
4873,ETEP,Privada com fins lucrativos,35,SP,Sudeste
4901,FASIPE,Privada com fins lucrativos,51,MT,Centro-Oeste
4910,FATRA,Privada com fins lucrativos,31,MG,Sudeste
4915,FCAT,Privada com fins lucrativos,15,PA,Norte
4925,UFABC,Pública Federal,35,SP,Sudeste
4926,FATECPG,Pública Estadual,35,SP,Sudeste
4945,INTA,Privada sem fins lucrativos,22,PI,Nordeste
4962,UNIFEMM,Privada sem fins lucrativos,31,MG,Sudeste
4964,FACEMA,Privada com fins lucrativos,21,MA,Nordeste
4969,ITOP,Privada com fins lucrativos,17,TO,Norte
4982,FAMEPLAN,Privada com fins lucrativos,42,SC,Sul
4983,BILAC,Privada com fins lucrativos,35,SP,Sudeste
4992,FTC SERTĂO CENTRAL,Privada sem fins lucrativos,23,CE,Nordeste
4995,FACRAZ,Privada sem fins lucrativos,35,SP,Sudeste
5000,FAEST,Privada com fins lucrativos,41,PR,Sul
5013,UEZO,Pública Estadual,33,RJ,Sudeste
5016,FAETERJ R DE JANEIRO,Pública Estadual,33,RJ,Sudeste
5017,FAETERJ PETRÓPOLIS,Pública Estadual,33,RJ,Sudeste
5018,ISEPAM,Pública Estadual,33,RJ,Sudeste
5020,FAETERJ S ANT. PÁDUA,Pública Estadual,33,RJ,Sudeste
5021,FAETERJ ITAPERUNA,Pública Estadual,33,RJ,Sudeste
5025,FSB,Privada com fins lucrativos,41,PR,Sul
5038,FACIMAB,Privada com fins lucrativos,15,PA,Norte
5044,FDG,Pública Municipal,26,PE,Nordeste
5051,FAETERJ BJ ITABAPOAN,Pública Estadual,33,RJ,Sudeste
5052,FAETERJ TRÊS RIOS,Pública Estadual,33,RJ,Sudeste
5053,FAETERJ PARACAMBI,Pública Estadual,33,RJ,Sudeste
5077,UERR,Pública Estadual,14,RR,Norte
5079,FAMA,Privada com fins lucrativos,41,PR,Sul
5099,FATEC-SB,Pública Estadual,35,SP,Sudeste
5131,SENAC,Privada sem fins lucrativos,42,SC,Sul
5215,FIPA,Privada sem fins lucrativos,35,SP,Sudeste
5217,FIP,Privada com fins lucrativos,35,SP,Sudeste
5228,FRM,Privada sem fins lucrativos,27,AL,Nordeste
5242,UNEAL,Pública Estadual,27,AL,Nordeste
5243,FCJSD,Privada sem fins lucrativos,31,MG,Sudeste
5276,DOCTUM,Privada sem fins lucrativos,31,MG,Sudeste
5285,FACCAT,Privada sem fins lucrativos,43,RS,Sul
5303,FAD,Privada com fins lucrativos,50,MS,Centro-Oeste
5305,FAHUG,Pública Municipal,26,PE,Nordeste
5312,FAAT,Privada com fins lucrativos,35,SP,Sudeste
5313,FUC,Privada sem fins lucrativos,31,MG,Sudeste
5314,FUG,Privada sem fins lucrativos,32,ES,Sudeste
5315,FUI,Privada sem fins lucrativos,32,ES,Sudeste
5316,FUL,Privada sem fins lucrativos,31,MG,Sudeste
5317,FAPA,Privada sem fins lucrativos,43,RS,Sul
5318,FGG,Privada sem fins lucrativos,42,SC,Sul
5322,UNIPAMPA,Pública Federal,43,RS,Sul
5362,FASERGY,Privada com fins lucrativos,28,SE,Nordeste
5370,FUTO,Privada sem fins lucrativos,31,MG,Sudeste
5387,FIT,Privada com fins lucrativos,35,SP,Sudeste
5394,FENORD,Privada sem fins lucrativos,31,MG,Sudeste
5439,FACIPLAC,Privada com fins lucrativos,53,DF,Centro-Oeste
5511,CAMPO REAL,Privada com fins lucrativos,41,PR,Sul
5518,FG,Privada com fins lucrativos,41,PR,Sul
5520,FACES,Privada com fins lucrativos,14,RR,Norte
5544,FAPAC,Privada com fins lucrativos,17,TO,Norte
5550,FAAA,Privada com fins lucrativos,52,GO,Centro-Oeste
5591,FICA,Privada com fins lucrativos,41,PR,Sul
5592,FUNORTE,Privada sem fins lucrativos,31,MG,Sudeste
5593,FAH,Privada sem fins lucrativos,35,SP,Sudeste
5599,LIBERTAS,Privada sem fins lucrativos,31,MG,Sudeste
5600,SJT,Privada sem fins lucrativos,43,RS,Sul
5627,FATEC,Pública Estadual,35,SP,Sudeste
5664,FACISA,Pública Municipal,26,PE,Nordeste
5669,ETEP,Privada com fins lucrativos,35,SP,Sudeste
5670,UNIVAR,Privada sem fins lucrativos,51,MT,Centro-Oeste
5701,UEAP,Pública Estadual,16,AP,Norte
5706,FMP,Pública Municipal,42,SC,Sul
10016,FACO,Privada com fins lucrativos,23,CE,Nordeste
10058,FACTIVA,Privada com fins lucrativos,29,BA,Nordeste
10071,ITEPAFACULDADES,Privada sem fins lucrativos,43,RS,Sul
10116,FATEC SENAI MT,Privada sem fins lucrativos,51,MT,Centro-Oeste
10251,FACO,Privada sem fins lucrativos,51,MT,Centro-Oeste
10323,BANDTEC,Privada com fins lucrativos,35,SP,Sudeste
10349,IPPEO,Privada com fins lucrativos,41,PR,Sul
10385,ITESP,Privada sem fins lucrativos,35,SP,Sudeste
10613,FASUP,Privada sem fins lucrativos,26,PE,Nordeste
10836,FAC-UNILAGOS,Privada com fins lucrativos,33,RJ,Sudeste
11007,FACEOPAR,Privada com fins lucrativos,41,PR,Sul
11289,ESNS-SP,Privada sem fins lucrativos,35,SP,Sudeste
11308,FACSUMARÉ,Privada com fins lucrativos,35,SP,Sudeste
11376,FAV-COLESP,Privada com fins lucrativos,35,SP,Sudeste
11428,FAC FUNAM,Privada sem fins lucrativos,31,MG,Sudeste
11429,FASURGS,Privada com fins lucrativos,43,RS,Sul
11544,FAMA,Privada com fins lucrativos,52,GO,Centro-Oeste
11563,FTSG,Privada com fins lucrativos,43,RS,Sul
11584,Faculdade Cal,Privada sem fins lucrativos,33,RJ,Sudeste
11593,FTA,Privada com fins lucrativos,16,AP,Norte
11604,FAACH,Privada sem fins lucrativos,42,SC,Sul
11645,FAEV,Privada sem fins lucrativos,11,RO,Norte
11751,PIT Betim,Privada com fins lucrativos,31,MG,Sudeste
11752,TATUÍ - FSP,Privada com fins lucrativos,35,SP,Sudeste
11807,IED SP,Privada sem fins lucrativos,35,SP,Sudeste
11818,Inspirar,Privada com fins lucrativos,41,PR,Sul
11841,FACEP,Privada com fins lucrativos,24,RN,Nordeste
11860,INAPÓS,Privada com fins lucrativos,31,MG,Sudeste
11861,FACSUL,Privada sem fins lucrativos,35,SP,Sudeste
11895,FE TAGUATINGA,Privada com fins lucrativos,53,DF,Centro-Oeste
11902,FDC,Privada com fins lucrativos,15,PA,Norte
11951,FASBE,Privada com fins lucrativos,29,BA,Nordeste
12189,FAP,Privada com fins lucrativos,31,MG,Sudeste
12229,CETFAESA,Privada sem fins lucrativos,32,ES,Sudeste
12247,EDB,Privada com fins lucrativos,53,DF,Centro-Oeste
12268,FACO,Privada com fins lucrativos,41,PR,Sul
12338,FACSALLE,Privada sem fins lucrativos,43,RS,Sul
12415,FMN Mangabeiras,Privada com fins lucrativos,27,AL,Nordeste
12522,FAMOESP,Privada sem fins lucrativos,35,SP,Sudeste
12523,FTSG,Privada com fins lucrativos,43,RS,Sul
12547,FACITEN,Privada com fins lucrativos,24,RN,Nordeste
12601,FABEA,Privada com fins lucrativos,21,MA,Nordeste
12611,FMSL,Privada sem fins lucrativos,35,SP,Sudeste
12620,FACSETE,Privada com fins lucrativos,31,MG,Sudeste
12625,ESAC,Privada com fins lucrativos,25,PB,Nordeste
12723,FINACI,Privada sem fins lucrativos,35,SP,Sudeste
12735,FACX,Privada sem fins lucrativos,15,PA,Norte
